Row.names	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	external_gene_name	gene_biotype	description	percentage_gene_gc_content
ENSMUSG00000000693	246.977329059639	2.15150140281338	0.267682227103103	8.03752055598628	9.16745231927427e-16	4.96625662131604e-14	Loxl3	protein_coding	Lysyl oxidase homolog 3  [Source:UniProtKB/Swiss-Prot;Acc:Q9Z175]	49.9
ENSMUSG00000000708	3345.32420261314	-0.406523777107486	0.10288511392131	-3.95123999588908	7.77473086651069e-05	0.000718645275151616	Kat2b	protein_coding	Histone acetyltransferase KAT2B  [Source:UniProtKB/Swiss-Prot;Acc:Q9JHD1]	43.46
ENSMUSG00000000711	3973.12291034228	-0.345673617592417	0.0940337472634813	-3.67605915590968	0.000236864619917031	0.0019347094196331	Rab5b	protein_coding	RAB5B, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:105938]	44.42
ENSMUSG00000000738	1268.10835688162	0.395942563668835	0.104565516424329	3.78655007126911	0.000152753326528029	0.00131623690488131	Spg7	protein_coding	Paraplegin  [Source:UniProtKB/Swiss-Prot;Acc:Q3ULF4]	48.71
ENSMUSG00000000753	623.886008788301	-1.28273741082286	0.309248010039734	-4.14792454333996	3.35502931947446e-05	0.000342872360510454	Serpinf1	protein_coding	Pigment epithelium-derived factor  [Source:UniProtKB/Swiss-Prot;Acc:P97298]	49.44
ENSMUSG00000000776	842.770069795498	-0.464435582551935	0.100652969406638	-4.61422633917151	3.94562266512838e-06	4.98923729463048e-05	Polr3d	protein_coding	DNA-directed RNA polymerase III subunit RPC4  [Source:UniProtKB/Swiss-Prot;Acc:Q91WD1]	51.78
ENSMUSG00000000792	277.815022127276	-0.955879452353445	0.255932936001302	-3.73488253324528	0.000187802826218838	0.00157498463316255	Slc5a5	protein_coding	solute carrier family 5 member 5 [Source:HGNC Symbol;Acc:HGNC:11040]	54.85
ENSMUSG00000000881	332.492878264498	0.870324809758329	0.21382094194321	4.0703441012316	4.69437472605209e-05	0.000462259238846891	Dlg3	protein_coding	Disks large homolog 3  [Source:UniProtKB/Swiss-Prot;Acc:P70175]	46.89
ENSMUSG00000000902	3645.45543137075	0.241809080439471	0.0695846578396672	3.47503441055402	0.000510787824536282	0.00378142429066677	Smarcb1	protein_coding	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1 [Source:MGI Symbol;Acc:MGI:1328366]	48.04
ENSMUSG00000001016	4823.98206621019	-0.315815701734059	0.0920242462095576	-3.43187491060653	0.000599423971044748	0.00432403463979164	Ilf2	protein_coding	Interleukin enhancer-binding factor 2  [Source:UniProtKB/Swiss-Prot;Acc:Q9CXY6]	42.32
ENSMUSG00000001025	1293.90491438661	1.10714174578508	0.175674711244813	6.30222607420264	2.93400782356869e-10	7.73178647056421e-09	S100a6	protein_coding	S100 calcium binding protein A6 (calcyclin) [Source:MGI Symbol;Acc:MGI:1339467]	47.42
ENSMUSG00000001036	12284.929346387	-0.904309588079538	0.108647483294808	-8.32333672769716	8.55210493985196e-17	5.28004244032511e-15	Epn2	protein_coding	Epsin-2  [Source:UniProtKB/Swiss-Prot;Acc:Q8CHU3]	45.69
ENSMUSG00000001119	264.996049018199	-1.6674804924075	0.447395942820134	-3.72708004881902	0.000193710949325885	0.00161616925889739	Col6a1	protein_coding	Collagen alpha-1(VI) chain  [Source:UniProtKB/Swiss-Prot;Acc:Q04857]	54.16
ENSMUSG00000001123	220.740560382083	2.09662516925368	0.432674328087006	4.84573507867578	1.26143748719902e-06	1.75961738542555e-05	Lgals9	protein_coding	Galectin-9  [Source:UniProtKB/Swiss-Prot;Acc:O08573]	48.47
ENSMUSG00000001138	1705.38539931028	0.638712544328369	0.172138453876738	3.7104582383767	0.000206884424502901	0.00171650524220667	Cnnm3	protein_coding	Mus musculus cyclin M3 (Cnnm3), transcript variant 3, mRNA. [Source:RefSeq mRNA;Acc:NM_001331209]	52.74
ENSMUSG00000001227	184.37176081663	1.08282232007696	0.325301057858389	3.32867752476951	0.000872593741787731	0.00599018817165118	Sema6b	protein_coding	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6B [Source:MGI Symbol;Acc:MGI:1202889]	56.44
ENSMUSG00000001260	367.65369738508	2.03870864646896	0.26018930106141	7.83548223601932	4.67046681517484e-15	2.29952502839292e-13	Gabrg1	protein_coding	Gamma-aminobutyric acid receptor subunit gamma-1  [Source:UniProtKB/Swiss-Prot;Acc:Q9R0Y8]	35.86
ENSMUSG00000001270	90447.9550622293	-0.304443393073141	0.0918006881534138	-3.31635197074304	0.000912008882246019	0.00622560503401916	Ckb	protein_coding	Creatine kinase B-type  [Source:UniProtKB/Swiss-Prot;Acc:Q04447]	61.92
ENSMUSG00000001288	38.8258078247472	1.78027476086742	0.486977331930563	3.65576515401596	0.000256416017528958	0.00208042499328459	Rarg	protein_coding	Retinoic acid receptor gamma  [Source:UniProtKB/Swiss-Prot;Acc:P18911]	53.53
ENSMUSG00000001313	4675.18902029996	1.77421606442497	0.160257819126337	11.0710109128983	1.73432999347191e-28	3.92200578058625e-26	Rnd2	protein_coding	Rho family GTPase 2 [Source:MGI Symbol;Acc:MGI:1338755]	54.98
ENSMUSG00000001376	1724.43628932092	-0.49314416357872	0.105455796216862	-4.67631160419676	2.92080682160365e-06	3.78944970423935e-05	Vps50	protein_coding	VPS50 EARP/GARPII complex subunit [Source:MGI Symbol;Acc:MGI:1920538]	39.55
ENSMUSG00000001467	5198.18468203446	-1.34758409882087	0.135761907212158	-9.92608402823169	3.20599880507178e-23	4.04871849097636e-21	Cyp51	protein_coding	Lanosterol 14-alpha demethylase  [Source:UniProtKB/Swiss-Prot;Acc:Q8K0C4]	42.39
ENSMUSG00000001504	19.7783190875906	3.36468615268046	1.00149095418462	3.35967702815634	0.00078033638934426	0.00543163282031753	Irx2	protein_coding	Iroquois-class homeodomain protein IRX-2  [Source:UniProtKB/Swiss-Prot;Acc:P81066]	54.25
ENSMUSG00000001506	670.589016530549	-2.24737324794865	0.318571112367215	-7.05454186115315	1.7317031522786e-12	6.22516874408766e-11	Col1a1	protein_coding	Collagen alpha-1(I) chain  [Source:UniProtKB/Swiss-Prot;Acc:P11087]	53.92
ENSMUSG00000001552	10167.4208831445	-0.644710287969284	0.11674393800349	-5.52243053468019	3.34341999789631e-08	6.22228058555861e-07	Jup	protein_coding	Junction plakoglobin  [Source:UniProtKB/Swiss-Prot;Acc:Q02257]	52.25
ENSMUSG00000001627	3001.14046479958	-0.499413279141391	0.149714049920631	-3.3357809731695	0.000850601502283209	0.00586405459638562	Ifrd1	protein_coding	Interferon-related developmental regulator 1  [Source:UniProtKB/Swiss-Prot;Acc:P19182]	41.54
ENSMUSG00000001687	19288.8080128559	-0.226759025978004	0.05683804134223	-3.98956439425236	6.61947474430199e-05	0.00062492982925818	Ubl3	protein_coding	ubiquitin-like 3 [Source:MGI Symbol;Acc:MGI:1344373]	42.33
ENSMUSG00000001700	3208.467711567	-0.572595483765681	0.0922177018616708	-6.20917103990067	5.3264824530937e-10	1.35588260141055e-08	Gramd3	protein_coding	GRAM domain containing 2B [Source:HGNC Symbol;Acc:HGNC:24911]	44.17
ENSMUSG00000001750	1596.49946906325	-0.982665524849192	0.16512131911131	-5.95117293235023	2.66227601817257e-09	6.13459052149527e-08	Tcirg1	protein_coding	T cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 protein A3 [Source:MGI Symbol;Acc:MGI:1350931]	53.89
ENSMUSG00000001755	1654.66622940497	-0.50526996906303	0.106612196701282	-4.73932612493437	2.14430146548988e-06	2.86417410033292e-05	Ppat	protein_coding	Coenzyme A synthase [Source:MGI Symbol;Acc:MGI:1918993]	55.44
ENSMUSG00000001763	41.5112254730479	2.49754542634781	0.624283525285457	4.00065887563795	6.31663609161589e-05	0.000599681618372007	Tspan33	protein_coding	Tetraspanin-33  [Source:UniProtKB/Swiss-Prot;Acc:Q8R3S2]	48.29
ENSMUSG00000001786	9599.92628028123	-0.418712653907211	0.0926181169712106	-4.52085042969901	6.15916957150504e-06	7.42613328125418e-05	Fbxo7	protein_coding	Mus musculus F-box protein 7 (Fbxo7), transcript variant 3, mRNA. [Source:RefSeq mRNA;Acc:NM_001347151]	42.16
ENSMUSG00000001802	358.381806153806	1.23682318415691	0.346789407594613	3.56649643002568	0.000361785736109826	0.0028054262343955	Lrp3	protein_coding	LDL receptor related protein 3 [Source:HGNC Symbol;Acc:HGNC:6695]	54.68
ENSMUSG00000001833	58645.7375329372	-1.38044172195599	0.0995191058269904	-13.871122640067	9.47816272004033e-44	8.37869584451566e-41	Sept7	protein_coding	septin-7 isoform 2  [Source:RefSeq peptide;Acc:NP_001192296]	35.94
ENSMUSG00000001847	30445.8486522209	-0.288936331384821	0.0658926852392216	-4.3849530541341	1.16010794927814e-05	0.000131940230395095	Rac1	protein_coding	RAS-related C3 botulinum substrate 1 [Source:MGI Symbol;Acc:MGI:97845]	47.12
ENSMUSG00000001864	4301.14449985547	-0.698843572240412	0.121520993452189	-5.75080529205322	8.88193594245705e-09	1.82543715899122e-07	Aif1l	protein_coding	Allograft inflammatory factor 1-like  [Source:UniProtKB/Swiss-Prot;Acc:Q9EQX4]	52.11
ENSMUSG00000001870	331.543765168319	2.40381211553062	0.476408247270716	5.04569794771977	4.51868791736165e-07	6.93602546305046e-06	Ltbp1	protein_coding	Latent-transforming growth factor beta-binding protein 1  [Source:UniProtKB/Swiss-Prot;Acc:Q8CG19]	42.66
ENSMUSG00000001891	5489.29041858213	0.330538586836013	0.0822029930270213	4.02100428055412	5.79505518252192e-05	0.000555730932887999	Ugp2	protein_coding	UDP-glucose pyrophosphorylase 2 [Source:MGI Symbol;Acc:MGI:2183447]	39.6
ENSMUSG00000001918	513.575957857419	-0.950434845840541	0.272790088911512	-3.48412528341103	0.000493748308043721	0.00367626994442354	Slc1a5	protein_coding	solute carrier family 1 (neutral amino acid transporter), member 5 [Source:MGI Symbol;Acc:MGI:105305]	50.63
ENSMUSG00000001986	321.067550061144	1.79738276271837	0.566786822103148	3.17117952045694	0.00151821287037342	0.00966487852799418	Gria3	protein_coding	Mus musculus glutamate receptor, ionotropic, AMPA3 (alpha 3) (Gria3), transcript variant 5, mRNA. [Source:RefSeq mRNA;Acc:NM_001358361]	38.76
ENSMUSG00000002012	76.5646585538681	3.12255887977686	0.435717392889403	7.16647747079826	7.69520561029928e-13	2.93443840606079e-11	Pnck	protein_coding	pregnancy upregulated non-ubiquitously expressed CaM kinase [Source:MGI Symbol;Acc:MGI:1347357]	57.25
ENSMUSG00000002015	12455.2481402934	-0.362574586121269	0.109767164456055	-3.30312428054406	0.000956140021615131	0.00649267148755973	Bcap31	protein_coding	B-cell receptor-associated protein 31  [Source:UniProtKB/Swiss-Prot;Acc:Q61335]	43.49
ENSMUSG00000002043	418.372803527682	-0.766834595511722	0.172687756025059	-4.44058463183948	8.97148129929426e-06	0.000104165593020104	Trappc6a	protein_coding	trafficking protein particle complex 6A [Source:MGI Symbol;Acc:MGI:1914341]	52.91
ENSMUSG00000002058	213.252836651983	0.9655872146894	0.225592971696686	4.28021851668166	1.86709899791436e-05	0.000204184122598536	Unc119	protein_coding	unc-119 lipid binding chaperone [Source:MGI Symbol;Acc:MGI:1328357]	56.47
ENSMUSG00000002107	556.046254838025	1.37345742238119	0.225383741928145	6.09386200899558	1.10218678962271e-09	2.68613141410807e-08	Celf2	protein_coding	CUGBP Elav-like family member 2  [Source:UniProtKB/Swiss-Prot;Acc:Q9Z0H4]	40.13
ENSMUSG00000002190	282.906600540291	-0.879624507778339	0.262516550814888	-3.35073923928934	0.000805961569958645	0.00559198737515367	Clgn	protein_coding	Mus musculus calmegin (Clgn), transcript variant 2, mRNA. [Source:RefSeq mRNA;Acc:NM_001329627]	44.3
ENSMUSG00000002205	1429.47124214585	0.306301673481714	0.0901222686030689	3.3987346105409	0.000676983722787525	0.00481212698858618	Vrk3	protein_coding	vaccinia related kinase 3 [Source:MGI Symbol;Acc:MGI:2182465]	49.01
ENSMUSG00000002233	1113.18474866978	0.422834383334521	0.121950754491847	3.46725516456553	0.000525802500716919	0.00387047957378601	Rhoc	protein_coding	Rho-related GTP-binding protein RhoC  [Source:UniProtKB/Swiss-Prot;Acc:Q62159]	55.27
ENSMUSG00000002265	2085.24833444154	1.05685354326599	0.174050350733694	6.07211383838594	1.26237388837786e-09	3.03844645806591e-08	Peg3	protein_coding	Paternally-expressed 3 protein  [Source:UniProtKB/Swiss-Prot;Acc:Q3URU2]	44.95
ENSMUSG00000002274	2031.30899624539	-1.12362998403523	0.11723788228052	-9.5841886784228	9.31871398213918e-22	9.95771151234301e-20	Metrn	protein_coding	meteorin, glial cell differentiation regulator [Source:MGI Symbol;Acc:MGI:1917333]	59.39
ENSMUSG00000002280	1439.39750145643	-0.598270140284222	0.103247750695072	-5.79451015888115	6.85208763563149e-09	1.44220130235672e-07	Narfl	protein_coding	Cytosolic Fe-S cluster assembly factor NARFL  [Source:UniProtKB/Swiss-Prot;Acc:Q7TMW6]	54.7
ENSMUSG00000002325	664.280603188098	3.35435078173243	0.399348957054547	8.39954812070352	4.4820002311015e-17	2.86730067415993e-15	Irf9	protein_coding	Interferon regulatory factor 9  [Source:UniProtKB/Swiss-Prot;Acc:Q61179]	50.48
ENSMUSG00000002365	940.312627218617	0.425291317624463	0.127626452265453	3.33231324756947	0.000861272535134142	0.00592083006832407	Snx9	protein_coding	sorting nexin 9 [Source:MGI Symbol;Acc:MGI:1913866]	47.21
ENSMUSG00000002455	1964.01613884424	0.458007867807928	0.128739993610645	3.55761915907114	0.000374231354497037	0.00288984020286747	Prpf6	protein_coding	Pre-mRNA-processing factor 6  [Source:UniProtKB/Swiss-Prot;Acc:Q91YR7]	44
ENSMUSG00000002459	48.8951629636212	-1.52051061517809	0.438132357201875	-3.47043670750275	0.000519612787255366	0.00383653359397963	Rgs20	protein_coding	regulator of G-protein signaling 20 [Source:MGI Symbol;Acc:MGI:1929866]	41.08
ENSMUSG00000002496	3293.79562076157	-0.55074098377642	0.1531743080917	-3.59551801237262	0.000323746725709482	0.0025480478840947	Tsc2	protein_coding	tuberous sclerosis 2 [Source:MGI Symbol;Acc:MGI:102548]	52.47
ENSMUSG00000002504	4299.92996835661	-1.81995967060965	0.125298360476492	-14.5250078587509	8.41326507145986e-48	9.0900655060973e-45	Slc9a3r2	protein_coding	solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 2 [Source:MGI Symbol;Acc:MGI:1890662]	56.16
ENSMUSG00000002688	274.095100181914	2.81189698775653	0.400694858069656	7.01755196286476	2.25789200124333e-12	8.01304445988692e-11	Prkd1	protein_coding	protein kinase D1 [Source:MGI Symbol;Acc:MGI:99879]	39.21
ENSMUSG00000002731	468.051008918047	0.63303360703618	0.198581555515151	3.18777645483737	0.00143371330955841	0.00921747320472462	Prkra	protein_coding	Interferon-inducible double-stranded RNA-dependent protein kinase activator A  [Source:UniProtKB/Swiss-Prot;Acc:Q9WTX2]	42.86
ENSMUSG00000002797	760.736681376946	-0.658137888654511	0.134452668649242	-4.89494106190967	9.83351949646044e-07	1.40826426485392e-05	Ggct	protein_coding	Gamma-glutamylcyclotransferase  [Source:UniProtKB/Swiss-Prot;Acc:Q9D7X8]	43.86
ENSMUSG00000002820	1495.10767792145	-0.738836007211905	0.137518224180279	-5.3726406926498	7.75918450413883e-08	1.35458366460047e-06	Atg4d	protein_coding	Cysteine protease ATG4D Cysteine protease ATG4D, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q8BGV9]	51.54
ENSMUSG00000002881	2001.37488897995	-0.606150617763268	0.125537337229245	-4.82844889928143	1.37600633045288e-06	1.91146936533197e-05	Nab1	protein_coding	NGFI-A-binding protein 1  [Source:UniProtKB/Swiss-Prot;Acc:Q61122]	41.06
ENSMUSG00000002981	11199.0256405744	-0.231710025177513	0.067153508831293	-3.45045298764103	0.000559646631125027	0.00407946314922022	Clptm1	protein_coding	Cleft lip and palate transmembrane   [Source:UniProtKB/Swiss-Prot;Acc:Q8VBZ3]	50.59
ENSMUSG00000002996	5991.05959773377	-0.338270666379541	0.103128119264485	-3.28010118668025	0.00103769861662179	0.00696622806215418	Hbp1	protein_coding	HMG-box transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:23200]	40.21
ENSMUSG00000003062	8316.47031089976	-0.500792743934576	0.141177183639144	-3.54726401976276	0.000389254291494882	0.00299691902652117	Stard3nl	protein_coding	Mus musculus STARD3 N-terminal like (Stard3nl), transcript variant 2, mRNA. [Source:RefSeq mRNA;Acc:NM_001347485]	42.85
ENSMUSG00000003131	12194.1190444009	-0.580800415229243	0.103306184517024	-5.62212628357728	1.88621294887696e-08	3.67197892189781e-07	Pafah1b2	protein_coding	Platelet-activating factor acetylhydrolase IB subunit beta  [Source:UniProtKB/Swiss-Prot;Acc:Q61206]	44.08
ENSMUSG00000003153	144.169604727449	1.56671076858674	0.331626816841276	4.72431868902991	2.30888102307599e-06	3.06715287819548e-05	Slc2a3	protein_coding	solute carrier family 2 (facilitated glucose transporter), member 3 [Source:MGI Symbol;Acc:MGI:95757]	45.39
ENSMUSG00000003166	4914.20405558485	0.372639565162507	0.0854811505962301	4.35931854640877	1.30468082787775e-05	0.000147348622186797	Dgcr2	protein_coding		46.44
ENSMUSG00000003199	1981.08909882343	-0.418010832064018	0.105524109022215	-3.96128274322618	7.45481936870596e-05	0.000693358809577205	Mpnd	protein_coding	MPN domain-containing protein  [Source:UniProtKB/Swiss-Prot;Acc:Q3TV65]	51.53
ENSMUSG00000003200	2808.77559352162	-0.427563852858753	0.111038327386856	-3.85059702285615	0.000117830239335419	0.00104399202487254	Sh3gl1	protein_coding	SH3-domain GRB2-like 1 [Source:MGI Symbol;Acc:MGI:700010]	53.59
ENSMUSG00000003273	409.477109510192	-0.502600852216525	0.143952576022813	-3.49143354084109	0.00048043597340094	0.00359114385598507	Car11	protein_coding	Carbonic anhydrase-related protein 11  [Source:UniProtKB/Swiss-Prot;Acc:O70354]	55.52
ENSMUSG00000003279	554.807917760973	3.05518204176314	0.343585003152233	8.89207041556898	5.99806622746051e-19	4.84026522786938e-17	Dlgap1	protein_coding	Mus musculus DLG associated protein 1 (Dlgap1), transcript variant 6, mRNA. [Source:RefSeq mRNA;Acc:NM_001347412]	41.58
ENSMUSG00000003346	4354.5060629384	-0.35660846071554	0.105878509812181	-3.36809104461453	0.000756905964341024	0.00528936658084953	Abhd17a	protein_coding	abhydrolase domain containing 17A [Source:MGI Symbol;Acc:MGI:106388]	57.79
ENSMUSG00000003402	3528.48741847911	-0.494067257552293	0.0818598543574516	-6.03552573395604	1.58445975306374e-09	3.76706274787087e-08	Prkcsh	protein_coding	protein kinase C substrate 80K-H [Source:MGI Symbol;Acc:MGI:107877]	53.91
ENSMUSG00000003411	200.140672101012	-1.10515730252846	0.265407019578148	-4.16400931778314	3.12707344198175e-05	0.000322627715117566	Rab3b	protein_coding	RAB3B, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1917158]	45.34
ENSMUSG00000003420	441.2328599087	-1.14783799316811	0.285773519252045	-4.01660026503627	5.90437495116678e-05	0.000565099823082144	Fcgrt	protein_coding	Mus musculus Fc receptor, IgG, alpha chain transporter (Fcgrt), transcript variant 2, mRNA. [Source:RefSeq mRNA;Acc:NM_001357117]	50.36
ENSMUSG00000003545	110.095965853268	3.84870918476961	0.531832794788794	7.23669022008701	4.59766661429557e-13	1.78830840629641e-11	Fosb	protein_coding	Protein fosB  [Source:UniProtKB/Swiss-Prot;Acc:P13346]	54.81
ENSMUSG00000003549	1012.73267630173	0.363575952992202	0.114271113717701	3.18169606616763	0.00146415381402748	0.00938216256184724	Ercc1	protein_coding	DNA excision repair protein ERCC-1  [Source:UniProtKB/Swiss-Prot;Acc:P07903]	52.67
ENSMUSG00000003559	1517.62163765514	0.408816750698898	0.115521498234192	3.53888026858966	0.000401828064040288	0.00307183655245894	As3mt	protein_coding	Arsenite methyltransferase  [Source:UniProtKB/Swiss-Prot;Acc:Q91WU5]	45.19
ENSMUSG00000003623	1770.61520570472	0.510930925138637	0.108959392250004	4.68918662804506	2.74293140373855e-06	3.57776860763966e-05	Crot	protein_coding	Peroxisomal carnitine O-octanoyltransferase  [Source:UniProtKB/Swiss-Prot;Acc:Q9DC50]	40.8
ENSMUSG00000003644	1738.8969989936	-1.79240293772964	0.165303662328447	-10.8430927208875	2.15074938940142e-27	4.18277741250789e-25	Rps6ka1	protein_coding	ribosomal protein S6 kinase polypeptide 1 [Source:MGI Symbol;Acc:MGI:104558]	52.31
ENSMUSG00000003746	2295.8546063594	-0.928689396437018	0.164345534067149	-5.650834394183	1.59670865352502e-08	3.15898167789975e-07	Man1a	protein_coding	mannosidase 1, alpha [Source:MGI Symbol;Acc:MGI:104677]	39.94
ENSMUSG00000003813	2881.09628780137	-0.447715940352969	0.0823722791813209	-5.43527440059586	5.47121688387685e-08	9.74397673604734e-07	Rad23a	protein_coding	RAD23 homolog A, nucleotide excision repair protein [Source:MGI Symbol;Acc:MGI:105126]	52.22
ENSMUSG00000003849	259.823287122678	1.58820354550906	0.346983159594396	4.57717759952842	4.71291328083948e-06	5.84172960393666e-05	Nqo1	protein_coding	NAD(P)H dehydrogenase [quinone] 1  [Source:UniProtKB/Swiss-Prot;Acc:Q64669]	46.88
ENSMUSG00000003863	90.8103045095667	1.24887412755528	0.375660046138161	3.32447951384207	0.000885837413341699	0.00606825150217308	Ppfia3	protein_coding	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 3 [Source:MGI Symbol;Acc:MGI:1924037]	51.64
ENSMUSG00000003934	33347.5075768582	-0.874461661308484	0.0936001872836182	-9.34252042315658	9.40676927474635e-21	8.71156423120319e-19	Efnb3	protein_coding	Ephrin-B3  [Source:UniProtKB/Swiss-Prot;Acc:O35393]	56
ENSMUSG00000003974	10164.6947253224	-1.60648126071242	0.118922861776671	-13.5085990760068	1.39144064737557e-41	9.0202459033867e-39	Grm3	protein_coding	Metabotropic glutamate receptor 3  [Source:UniProtKB/Swiss-Prot;Acc:Q9QYS2]	38.58
ENSMUSG00000003992	1002.16216606682	0.613215361744163	0.116326551725338	5.27149952138222	1.35313640982253e-07	2.2744854708927e-06	Ssbp2	protein_coding	Single-stranded DNA-binding protein 2  [Source:UniProtKB/Swiss-Prot;Acc:Q9CYZ8]	39.64
ENSMUSG00000004035	9329.75626199297	-0.894864030257478	0.111683264685682	-8.01251676136042	1.1238451503381e-15	5.98809328322614e-14	Gstm7	protein_coding	Glutathione S-transferase Mu 7  [Source:UniProtKB/Swiss-Prot;Acc:Q80W21]	50.53
ENSMUSG00000004054	2852.76454687251	-0.653798791005428	0.122154975168698	-5.35220763708168	8.68876153379531e-08	1.49804108430187e-06	Map3k11	protein_coding	Mitogen-activated protein kinase kinase kinase 11  [Source:UniProtKB/Swiss-Prot;Acc:Q80XI6]	55.05
ENSMUSG00000004069	2745.64473335594	-0.384691522845163	0.0747380274927753	-5.14719930068197	2.6440436576141e-07	4.22178662177988e-06	Dnaja3	protein_coding	DnaJ homolog subfamily A member 3, mitochondrial  [Source:UniProtKB/Swiss-Prot;Acc:Q99M87]	48.34
